	GO:0043226	GO:0043231	GO:0005623	GO:0044424	GO:0044464	GO:0043229	GO:0005622	GO:0043227	GO:0044446	GO:0005634	GO:0044428	GO:0044422	GO:0070013	GO:0043233	GO:0031974	GO:0016604	GO:0005654	GO:0031981	GO:0032991	GO:0005737	GO:0044444	GO:0044451	GO:0005829	GO:0006807	GO:0008152	GO:0034641	GO:0031967	GO:0006139	GO:0005730	GO:0031975	GO:0044237	GO:0044238	GO:0043232	GO:0005739	GO:0005635	GO:0016607	GO:0044260	GO:0044429	GO:0031966	GO:0043170	GO:0005740	GO:0000785	GO:0031965	GO:0005759	GO:0030529	GO:0005793	GO:0044445	GO:0005774	GO:0090304	GO:0042470	GO:0005741	GO:0005488	GO:0000786	GO:0043234	GO:0005758	GO:0005813	GO:0044437	GO:0031970	GO:0005815	GO:0044455	GO:0016605	GO:0019866	GO:0009058	GO:0005840	GO:0003676	GO:0044249	GO:0031090	GO:0016070	GO:0044448	GO:0015630	GO:0003924	GO:0031968	GO:0033116	GO:0005625	GO:0030496	GO:0032155	GO:0030120	GO:0015934	GO:0019867	GO:0051082	GO:0005694	GO:0071013	GO:0005637	GO:0022626	GO:0032154	GO:0046907	GO:0035770	GO:0030176	GO:0010467	GO:0035097	GO:0016234	GO:0006996	GO:0031301	GO:0005770	GO:0051649	GO:0017111	GO:0043933	GO:0031227	GO:0071339	GO:0005652
SydhTfbsGm12878E2f4	1.679178e-94	1.516302e-93	4.563256e-10	2.442681e-91	4.195125e-10	1.181418e-94	4.740326e-86	1.812834e-93	6.982202e-74	2.382565e-108	2.184013e-95	1.002359e-73	7.767233e-74	6.926128e-72	6.391809e-74	6.773160e-12	8.626878e-73	8.806880e-82	1.661371e-36	1.304058e-25	1.893804e-17	1.808365e-20	1.052628e-16	1.232938e-61	3.463266e-48	9.436762e-65	2.527744e-9	9.785704e-76	3.468472e-10	8.725971e-9	2.636564e-63	6.621551e-56	1.631407e-35	4.221025e-2	1.934196e-8	2.593334e-7	3.077890e-80	3.438861e-1	4.264369e-1	1.109963e-63	4.597860e-1	1.712116e-17	4.712938e-3	1.000000e+0	2.896778e-23	1.000000e+0	1.000000e+0	1.000000e+0	1.722033e-79	1.000000e+0	1.000000e+0	1.318920e-21	9.036398e-7	5.823116e-16	1.000000e+0	2.086913e-22	1.000000e+0	1.000000e+0	3.328862e-21	1.000000e+0	9.857109e-2	1.608131e-2	2.755586e-21	8.465273e-1	2.070459e-44	7.072522e-23	NA	3.418858e-33	1.000000e+0	1.922985e-21	NA	1.000000e+0	1.000000e+0	NA	6.209274e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	9.498704e-1	5.563050e-53	6.132853e-9	1.000000e+0	1.000000e+0	1.000000e+0	1.901201e-3	1.959762e-1	1.000000e+0	2.054494e-27	2.211357e-2	1.000000e+0	1.901581e-40	1.000000e+0	NA	NA	1.132734e-5	5.819763e-13	1.000000e+0	1.000000e+0	1.000000e+0	
SydhTfbsGm12878Ebf1sc137065	1.000000e+0	1.821571e-1	3.091479e-3	1.843921e-4	3.338704e-3	1.000000e+0	5.733477e-5	1.759859e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.840123e-22	5.939532e-14	1.000000e+0	9.662642e-8	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.934512e-16	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	9.733913e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.221683e-2	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	
SydhTfbsGm12878Elk112771	4.697959e-90	3.274566e-101	7.323910e-15	2.586142e-97	6.415981e-15	3.742767e-90	1.498235e-97	1.097563e-101	3.954851e-60	2.983877e-80	1.789605e-63	6.213225e-59	5.067684e-61	1.052238e-58	2.721121e-61	3.502697e-12	3.236702e-48	9.709362e-58	1.532450e-32	1.573617e-40	1.187610e-36	5.101941e-21	4.100654e-22	6.840497e-56	3.116411e-49	1.725930e-57	5.405093e-5	4.320233e-73	7.254422e-13	3.824858e-4	3.606735e-71	7.217072e-50	6.870252e-19	1.939814e-15	1.657655e-1	2.706050e-9	5.399008e-84	4.403947e-7	3.873598e-2	1.206427e-66	2.358880e-2	3.291327e-3	1.000000e+0	1.495500e-3	4.895327e-34	1.000000e+0	1.868685e-4	1.000000e+0	6.532912e-74	1.000000e+0	1.000000e+0	1.369302e-25	1.000000e+0	1.910859e-11	1.000000e+0	1.905882e-4	1.000000e+0	1.000000e+0	3.493914e-7	4.465501e-3	8.026393e-2	2.156092e-1	2.990969e-30	7.118831e-12	1.302025e-44	1.938405e-31	2.431951e-6	8.030005e-62	1.000000e+0	6.948066e-8	9.162049e-1	1.000000e+0	1.000000e+0	NA	9.247420e-1	1.000000e+0	1.000000e+0	2.210388e-4	1.000000e+0	1.000000e+0	4.226923e-11	1.411559e-14	1.000000e+0	1.279621e-3	1.000000e+0	4.888376e-17	1.000000e+0	1.000000e+0	3.607720e-63	4.730543e-1	1.000000e+0	7.708718e-19	6.301977e-1	1.000000e+0	6.108645e-8	6.780625e-5	5.329374e-7	1.000000e+0	8.796583e-2	1.000000e+0	
SydhTfbsGm12878Gcn5	3.820050e-6	1.087482e-4	1.973274e-1	8.527352e-7	1.957713e-1	3.305180e-6	3.142047e-6	1.181015e-4	7.975595e-11	3.994350e-12	5.964774e-7	2.205019e-10	2.180428e-8	4.524370e-8	9.521166e-8	1.000000e+0	1.224183e-6	3.010804e-9	2.514709e-16	1.000000e+0	1.000000e+0	1.000000e+0	2.602248e-1	1.097593e-16	2.633094e-7	1.684879e-17	1.000000e+0	1.042231e-19	1.000000e+0	1.000000e+0	7.172865e-11	2.682526e-11	5.175147e-16	1.000000e+0	1.000000e+0	1.000000e+0	1.368299e-16	1.000000e+0	1.000000e+0	3.925947e-14	1.000000e+0	1.009616e-25	1.000000e+0	1.000000e+0	1.288126e-8	1.000000e+0	2.206095e-15	NA	1.510657e-22	1.000000e+0	NA	8.740954e-3	6.554812e-38	1.000000e+0	NA	1.000000e+0	NA	NA	1.000000e+0	NA	NA	1.000000e+0	1.056064e-3	1.763293e-12	1.692477e-21	4.146347e-4	1.000000e+0	5.686992e-7	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	1.121042e-9	NA	1.000000e+0	2.224152e-19	1.000000e+0	1.000000e+0	6.949755e-18	NA	1.000000e+0	NA	NA	8.977931e-7	1.000000e+0	NA	3.849530e-7	NA	NA	NA	1.000000e+0	7.687949e-33	NA	NA	NA	
SydhTfbsGm12878Ikzf1iknucla	1.000000e+0	1.000000e+0	2.521322e-3	1.000000e+0	2.351574e-3	1.000000e+0	8.112120e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	5.595501e-13	3.899855e-2	1.000000e+0	5.314724e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.653527e-6	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	
SydhTfbsGm12878Irf3	8.413044e-14	2.153901e-14	5.003453e-3	2.068911e-16	4.928864e-3	6.162175e-14	2.814326e-16	2.628488e-14	1.579421e-4	9.051894e-12	1.726615e-2	9.568116e-5	1.745662e-2	1.976704e-2	1.327915e-2	1.000000e+0	1.843390e-3	1.325205e-2	2.888273e-3	1.022546e-2	3.361938e-2	3.778972e-1	1.000000e+0	7.228923e-4	8.709557e-2	1.427637e-4	1.000000e+0	8.688430e-6	1.000000e+0	1.000000e+0	4.687811e-4	3.118062e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.407553e-6	1.000000e+0	1.000000e+0	5.441069e-4	1.000000e+0	6.128054e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.609793e-6	1.000000e+0	1.000000e+0	1.000000e+0	3.570290e-2	4.355522e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	7.502543e-3	1.000000e+0	4.212720e-3	3.552218e-3	1.000000e+0	4.316587e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.394766e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.951594e-4	1.000000e+0	NA	1.567196e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	
SydhTfbsGm12878Jund	1.000000e+0	1.000000e+0	3.262473e-3	3.308193e-2	4.168398e-3	1.000000e+0	1.042907e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.593595e-6	3.239264e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.728702e-7	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	
SydhTfbsGm12878Max	2.449536e-127	4.660081e-142	8.239133e-23	3.510936e-145	6.496838e-23	1.543825e-126	1.921893e-144	1.372158e-142	6.732105e-85	3.227178e-85	4.877924e-80	1.677693e-81	3.713632e-85	6.734678e-82	7.106058e-85	3.760362e-12	2.527917e-54	1.175276e-71	1.404840e-25	5.527933e-96	5.327278e-80	1.207678e-19	1.949803e-39	2.412471e-58	4.742223e-78	9.626289e-59	1.383137e-18	7.496331e-66	1.349390e-27	1.847611e-18	5.335117e-100	3.211193e-75	9.338448e-19	4.406677e-44	2.892145e-7	5.702923e-5	1.215544e-93	3.274833e-20	2.653624e-9	4.792945e-75	2.182416e-10	1.376388e-1	1.533045e-2	8.541780e-13	6.728228e-25	9.612394e-1	8.005519e-8	8.695064e-3	9.677786e-63	1.759556e-1	2.029976e-2	1.926944e-49	1.000000e+0	3.508483e-11	7.738343e-1	2.607660e-9	2.411670e-2	6.870683e-2	7.032816e-13	1.768013e-3	1.647602e-2	5.987275e-8	9.951725e-38	7.153676e-11	1.669183e-25	2.434621e-37	2.685022e-18	2.330621e-44	1.000000e+0	2.368615e-10	4.825985e-1	4.539771e-2	1.000000e+0	1.000000e+0	5.187263e-3	1.000000e+0	1.000000e+0	4.746876e-7	3.132892e-2	1.887154e-4	2.945634e-13	1.703259e-3	1.000000e+0	8.018944e-6	1.000000e+0	8.176893e-23	1.000000e+0	5.778063e-1	1.579881e-43	7.734071e-2	1.000000e+0	1.820251e-36	3.647622e-3	9.067926e-1	1.865261e-14	2.997368e-7	2.629594e-15	1.000000e+0	1.277163e-2	1.000000e+0	
SydhTfbsGm12878Mazab85725	1.487831e-122	4.712442e-139	2.281023e-25	4.014527e-141	2.776666e-25	1.130309e-122	1.091366e-141	1.488053e-139	3.445685e-80	1.279293e-83	4.347520e-76	1.944232e-76	7.455170e-79	1.970243e-76	1.227211e-77	2.511817e-14	9.124624e-56	2.003878e-70	2.372668e-32	2.092119e-100	3.823213e-80	4.105145e-29	3.450952e-40	2.132203e-48	3.775846e-75	3.954076e-49	5.540314e-10	6.070370e-58	9.352702e-15	8.560075e-10	9.560249e-99	2.657165e-72	2.071668e-18	1.411942e-27	1.792226e-4	9.737567e-8	3.551589e-98	4.784444e-10	2.356671e-4	4.694518e-78	2.594961e-4	2.332207e-3	1.778299e-4	2.761859e-7	2.731292e-22	7.953505e-3	1.867481e-1	1.000000e+0	7.244913e-52	2.008366e-1	1.000000e+0	1.945116e-60	1.000000e+0	1.929015e-20	1.000000e+0	7.467756e-12	1.000000e+0	1.000000e+0	5.727129e-14	9.372643e-2	5.176061e-4	3.061640e-2	3.067769e-40	2.668365e-7	9.978942e-24	3.532254e-40	1.016059e-19	1.410065e-44	1.000000e+0	3.083479e-17	2.673294e-1	2.820765e-1	1.000000e+0	1.000000e+0	9.478914e-1	3.460471e-1	8.604267e-2	1.000000e+0	1.225213e-1	1.718320e-3	6.812286e-12	8.392078e-3	9.922670e-1	1.000000e+0	6.827323e-1	7.840922e-16	7.427367e-1	3.340571e-1	1.059526e-41	1.244293e-5	1.000000e+0	1.934174e-31	1.399917e-4	9.345318e-1	3.814707e-11	6.415391e-6	5.427269e-5	1.000000e+0	8.248920e-3	1.000000e+0	
SydhTfbsGm12878Mxi1	1.985546e-154	1.314548e-174	2.454303e-27	1.243059e-177	3.052263e-27	2.753985e-153	1.924046e-177	2.838164e-175	8.152657e-117	4.229128e-99	2.269196e-100	1.342716e-110	4.237145e-102	8.757964e-99	5.883363e-101	7.048511e-16	4.890457e-66	2.658318e-87	2.384391e-39	1.536211e-117	1.140582e-90	1.023108e-24	6.419834e-44	1.980303e-74	1.316080e-92	3.879891e-76	8.818372e-19	6.737710e-86	3.599310e-29	3.192640e-18	4.326728e-122	1.772544e-87	1.808064e-30	1.924567e-44	1.761344e-8	2.217151e-8	2.402718e-116	5.351468e-18	7.042180e-9	1.380182e-88	1.647451e-9	3.503700e-4	8.866078e-5	1.423514e-10	1.585875e-41	3.568338e-1	4.667908e-6	6.365760e-2	1.152069e-79	8.636299e-1	3.062595e-1	2.457785e-53	1.000000e+0	3.414869e-17	1.000000e+0	1.215026e-15	8.974959e-2	1.000000e+0	3.714225e-20	7.813072e-5	2.827719e-2	5.196700e-7	1.521799e-41	5.862661e-18	9.105167e-36	1.980653e-40	4.057419e-26	6.031498e-58	1.000000e+0	4.927752e-24	6.653883e-1	9.520476e-2	1.000000e+0	1.000000e+0	4.565018e-6	9.584851e-2	3.884155e-1	9.183734e-7	3.711574e-2	1.462088e-5	2.946295e-16	6.071806e-6	1.000000e+0	1.506814e-6	2.069474e-1	8.245719e-23	1.000000e+0	1.000000e+0	2.045623e-55	4.065341e-3	1.000000e+0	9.077018e-47	3.250209e-2	1.000000e+0	2.675425e-13	3.253669e-11	9.628856e-22	1.000000e+0	4.069960e-2	1.000000e+0	
SydhTfbsGm12878Nfe2sc22827	5.103359e-5	8.501500e-8	1.000000e+0	2.112202e-6	1.000000e+0	3.625149e-5	3.497400e-5	1.092686e-7	2.439521e-5	3.916886e-1	4.573908e-2	7.473619e-5	2.409952e-4	3.694068e-4	3.883044e-4	5.636694e-1	5.499935e-2	2.471202e-2	1.000000e+0	6.716752e-5	2.463573e-3	7.790398e-2	1.000000e+0	1.000000e+0	5.356255e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.298653e-2	7.578488e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	8.239808e-2	1.000000e+0	1.000000e+0	7.857500e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.763084e-11	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.416475e-10	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	NA	1.317312e-1	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.672355e-2	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	
SydhTfbsGm12878Nfkb	9.732368e-17	7.273198e-21	9.013695e-12	5.967701e-23	1.074374e-11	1.510142e-16	4.010890e-22	7.963323e-21	2.235348e-13	2.514328e-12	7.352578e-16	6.038838e-13	4.777940e-13	1.398377e-13	8.859036e-14	1.511539e-2	3.747633e-11	6.795551e-14	2.183040e-6	6.339403e-29	4.738440e-19	7.819461e-5	2.638186e-12	6.077641e-3	5.925200e-12	1.262257e-2	1.000000e+0	1.253278e-5	7.356301e-2	1.000000e+0	2.291870e-14	5.128339e-11	8.916590e-5	1.000000e+0	3.645843e-1	2.745966e-1	1.061296e-15	1.000000e+0	1.000000e+0	2.169214e-13	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.161746e-4	1.000000e+0	6.313026e-3	1.000000e+0	3.749092e-4	1.000000e+0	1.000000e+0	1.955596e-26	1.000000e+0	2.498785e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	5.269119e-1	2.273571e-3	1.000000e+0	1.000000e+0	6.773537e-2	1.803413e-3	1.000000e+0	7.548742e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.763163e-1	1.000000e+0	1.000000e+0	5.325307e-2	1.000000e+0	1.000000e+0	2.771873e-5	1.000000e+0	2.097872e-5	1.000000e+0	NA	2.095123e-3	1.000000e+0	1.000000e+0	8.343333e-7	1.000000e+0	1.000000e+0	1.362607e-4	4.711769e-1	1.175853e-5	NA	1.000000e+0	1.000000e+0	
SydhTfbsGm12878Nfya	3.051581e-45	1.936804e-48	1.625181e-10	8.119641e-42	1.530116e-10	1.571695e-45	1.398240e-40	4.637246e-48	4.093503e-28	1.096414e-40	6.334634e-18	1.447355e-28	9.287412e-21	7.601014e-20	1.212131e-20	2.157050e-1	3.132033e-16	2.989281e-17	4.988560e-10	3.004867e-13	2.278533e-12	6.233706e-4	1.082520e-5	6.493420e-22	3.990776e-16	4.934146e-23	1.000000e+0	6.561180e-24	2.667071e-1	1.000000e+0	1.918901e-23	9.331727e-14	1.199184e-10	3.706820e-3	1.000000e+0	1.000000e+0	3.195963e-25	3.625037e-1	1.000000e+0	8.175662e-17	1.000000e+0	5.778918e-15	1.000000e+0	1.000000e+0	1.000000e+0	8.171268e-1	1.000000e+0	1.000000e+0	3.948133e-26	1.000000e+0	1.000000e+0	9.880140e-10	1.253765e-17	1.757649e-3	1.000000e+0	5.665946e-8	1.000000e+0	1.000000e+0	5.365295e-7	1.000000e+0	1.000000e+0	1.000000e+0	2.474183e-12	1.000000e+0	3.571672e-15	2.218680e-12	2.626773e-1	5.965165e-9	NA	1.067958e-8	NA	1.000000e+0	1.000000e+0	NA	7.682679e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.787525e-1	6.962039e-17	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.820474e-8	1.000000e+0	1.000000e+0	7.165193e-22	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.894237e-3	1.000000e+0	1.000000e+0	1.000000e+0	
SydhTfbsGm12878Nfyb	3.956597e-51	5.667686e-60	8.376262e-19	4.166611e-63	1.022567e-18	9.567735e-51	6.262076e-62	5.071810e-60	4.797645e-30	1.717081e-42	4.101668e-28	2.200614e-30	1.286514e-27	4.088679e-27	1.071218e-27	4.838739e-4	4.332861e-24	7.919076e-24	1.220511e-7	5.334258e-45	1.098518e-31	2.110638e-9	1.672505e-19	2.539234e-27	2.108071e-31	4.699121e-28	7.207686e-2	5.854819e-26	4.446885e-3	2.914758e-2	1.205062e-44	8.909955e-28	1.407601e-8	5.321274e-6	9.751359e-1	8.596132e-2	3.057145e-38	1.992642e-2	1.000000e+0	4.323201e-26	1.000000e+0	9.544915e-6	1.000000e+0	1.307948e-1	3.204657e-3	7.798980e-2	1.000000e+0	1.000000e+0	2.724369e-21	1.000000e+0	1.000000e+0	6.709387e-39	1.000000e+0	1.885685e-3	1.000000e+0	7.678073e-9	1.000000e+0	1.000000e+0	5.945926e-9	1.000000e+0	4.377030e-1	1.000000e+0	2.222498e-22	1.000000e+0	4.070337e-12	1.977082e-21	8.965356e-6	1.266664e-13	NA	3.729977e-12	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	5.621479e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.155325e-11	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	6.226748e-4	1.000000e+0	1.000000e+0	2.413217e-12	5.404956e-2	1.000000e+0	1.061441e-18	3.579350e-3	1.000000e+0	5.453752e-5	1.000000e+0	1.464892e-6	1.000000e+0	3.672098e-1	1.000000e+0	
SydhTfbsGm12878Nrf1	4.441713e-118	7.760953e-122	2.482784e-17	5.737791e-125	2.155155e-17	1.594485e-117	3.840573e-119	1.093188e-122	4.944141e-69	2.343917e-74	7.465380e-56	6.097916e-67	1.750875e-51	1.593619e-48	9.079145e-50	1.393006e-9	1.389292e-34	2.444386e-42	6.086964e-23	1.809748e-70	6.881723e-56	1.440268e-11	3.775131e-23	4.202554e-38	1.296050e-54	2.059171e-40	1.352302e-14	1.427383e-46	1.227239e-10	3.000165e-14	1.459433e-69	4.182937e-48	3.186888e-17	2.246547e-26	4.843188e-5	1.040066e-7	4.733149e-69	1.607772e-14	4.457953e-8	2.144333e-54	9.906289e-8	8.425673e-2	5.486777e-2	3.759230e-8	1.697147e-19	1.000000e+0	1.000000e+0	1.000000e+0	4.891767e-47	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	8.198044e-13	1.000000e+0	1.000000e+0	3.825159e-15	2.505759e-7	1.000000e+0	1.435649e-5	3.238625e-27	4.328360e-4	1.383752e-23	9.196614e-28	NA	2.375486e-37	NA	1.324286e-16	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.726838e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	9.251631e-5	3.271152e-11	1.223803e-4	NA	1.000000e+0	1.000000e+0	1.214170e-15	1.000000e+0	1.000000e+0	2.039131e-38	1.218350e-4	1.000000e+0	1.376944e-28	1.000000e+0	1.000000e+0	2.687127e-8	7.091939e-4	1.933227e-4	1.000000e+0	9.173549e-2	1.000000e+0	
SydhTfbsGm12878P300b	1.000000e+0	1.000000e+0	5.324407e-3	3.764108e-1	4.996338e-3	1.000000e+0	5.767499e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.848062e-11	9.161135e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.186409e-8	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.236482e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	
