	GO:0043226	GO:0043231	GO:0005623	GO:0044424	GO:0044464	GO:0043229	GO:0005622	GO:0043227	GO:0044446	GO:0005634	GO:0044428	GO:0044422	GO:0070013	GO:0043233	GO:0031974	GO:0016604	GO:0005654	GO:0031981	GO:0032991	GO:0005737	GO:0044444	GO:0044451	GO:0005829	GO:0006807	GO:0008152	GO:0034641	GO:0031967	GO:0006139	GO:0005730	GO:0031975	GO:0044237	GO:0044238	GO:0043232	GO:0005739	GO:0005635	GO:0016607	GO:0044260	GO:0044429	GO:0031966	GO:0043170	GO:0005740	GO:0000785	GO:0031965	GO:0005759	GO:0030529	GO:0005793	GO:0044445	GO:0005774	GO:0090304	GO:0042470	GO:0005741	GO:0005488	GO:0000786	GO:0043234	GO:0005758	GO:0005813	GO:0044437	GO:0031970	GO:0005815	GO:0044455	GO:0016605	GO:0019866	GO:0009058	GO:0005840	GO:0003676	GO:0044249	GO:0031090	GO:0016070	GO:0044448	GO:0015630	GO:0003924	GO:0031968	GO:0033116	GO:0005625	GO:0030496	GO:0032155	GO:0030120	GO:0015934	GO:0019867	GO:0051082	GO:0005694	GO:0071013	GO:0005637	GO:0022626	GO:0032154	GO:0046907	GO:0035770	GO:0030176	GO:0010467	GO:0035097	GO:0016234	GO:0006996	GO:0031301	GO:0005770	GO:0051649	GO:0017111	GO:0043933	GO:0031227	GO:0071339	GO:0005652
HaibTfbsA549Nrsf	5.112989e-28	3.000339e-28	7.112717e-14	1.801154e-40	5.986844e-14	2.786678e-28	1.618669e-40	4.076233e-28	3.340795e-25	5.948552e-14	1.410236e-18	1.770895e-24	5.228309e-20	2.330382e-20	9.239140e-20	1.035765e-1	3.577977e-14	4.326162e-17	1.959528e-18	1.196986e-37	4.416039e-24	6.343257e-7	6.766866e-12	1.361494e-8	3.549679e-11	9.060372e-9	1.000000e+0	9.976273e-11	6.533664e-4	6.157134e-1	2.842760e-18	1.473275e-8	7.916732e-9	1.012350e-3	1.000000e+0	3.315876e-1	4.875412e-18	2.948607e-1	1.000000e+0	1.671201e-10	1.000000e+0	1.000000e+0	1.000000e+0	2.815972e-1	2.902740e-18	1.000000e+0	1.928107e-2	1.000000e+0	8.020399e-9	1.000000e+0	1.000000e+0	6.551771e-20	1.000000e+0	1.213131e-8	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	9.933949e-5	1.178954e-6	2.471740e-3	4.504442e-5	4.618409e-4	1.164014e-9	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	6.367730e-6	1.000000e+0	1.000000e+0	1.000000e+0	1.706923e-3	1.000000e+0	4.121540e-6	1.000000e+0	9.512010e-4	1.000000e+0	1.000000e+0	6.798971e-10	1.000000e+0	1.000000e+0	2.822781e-6	1.000000e+0	1.000000e+0	3.174683e-6	1.000000e+0	3.024870e-3	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsA549P300	5.150113e-7	3.164635e-7	8.779505e-8	1.543702e-18	1.047158e-7	5.204015e-7	1.880718e-18	3.396791e-7	1.020404e-5	3.298750e-1	6.883274e-3	1.048235e-5	7.266016e-2	1.654775e-2	1.983142e-2	1.000000e+0	1.289916e-1	3.309861e-2	7.027779e-3	3.244712e-29	6.239256e-16	2.184071e-1	2.223551e-13	1.000000e+0	2.464233e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.548409e-6	6.266381e-2	1.576853e-2	1.000000e+0	1.000000e+0	1.000000e+0	2.873237e-2	1.000000e+0	1.000000e+0	7.276782e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.035833e-13	1.000000e+0	6.008298e-4	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.174334e-1	NA	1.000000e+0	8.762657e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	2.881199e-2	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.171460e-4	1.000000e+0	1.000000e+0	1.233715e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsA549Pol2	3.654136e-226	6.139848e-246	1.470329e-36	6.925012e-264	1.794079e-36	6.021856e-227	4.142526e-261	2.845239e-247	7.339080e-139	4.635239e-142	3.637513e-116	3.919605e-135	1.482806e-117	6.458739e-113	2.537503e-115	8.457349e-16	9.586707e-82	1.386244e-100	1.235965e-43	3.631428e-171	1.098799e-140	3.485895e-34	2.107551e-58	9.544610e-90	9.362408e-130	1.712660e-93	2.490039e-26	5.018104e-101	5.446946e-28	3.230566e-24	1.164353e-168	1.883676e-113	1.752417e-35	4.804176e-63	3.109903e-7	1.137485e-7	1.066465e-150	1.580624e-29	5.834549e-17	3.256155e-110	9.108494e-18	9.889632e-4	5.169846e-4	3.099215e-14	1.877541e-36	3.378606e-2	1.231754e-5	1.276940e-1	3.403118e-93	1.127967e-2	7.113944e-4	3.029266e-80	1.000000e+0	1.589571e-23	1.000000e+0	4.012543e-21	5.302359e-1	1.000000e+0	5.773331e-25	8.329821e-8	4.957781e-4	1.614242e-11	7.766322e-75	5.337831e-16	2.648809e-47	5.258464e-76	NA	1.394645e-72	1.000000e+0	1.671761e-26	2.500343e-1	9.973443e-4	1.000000e+0	3.027603e-1	7.915640e-4	2.047823e-1	1.503537e-2	2.832323e-5	4.441058e-3	2.565816e-3	2.509686e-19	1.447165e-8	1.000000e+0	5.719762e-4	3.633882e-1	2.344380e-37	1.000000e+0	9.769771e-1	2.999605e-73	3.244115e-4	1.000000e+0	3.729311e-57	8.720223e-7	3.218150e-2	1.504655e-22	1.244922e-8	2.254529e-17	1.000000e+0	1.761982e-1	1.000000e+0	
HaibTfbsA549Sin3ak20	3.687337e-36	2.681008e-38	5.012224e-8	9.897905e-57	4.581290e-8	1.215083e-36	4.432038e-53	3.940093e-38	2.002711e-26	3.520114e-31	1.256804e-30	8.300297e-27	2.708179e-25	1.404830e-25	2.164035e-26	6.788517e-3	3.042194e-21	9.916385e-28	6.878640e-21	2.941640e-37	2.234993e-22	2.668246e-9	2.225602e-21	1.040370e-13	4.233841e-20	6.006622e-14	4.044703e-3	3.170481e-16	7.928583e-11	5.498032e-3	1.409635e-29	4.386417e-17	3.451989e-13	1.698060e-3	2.760581e-2	9.890380e-1	1.138524e-23	1.000000e+0	1.000000e+0	2.000525e-15	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	9.524728e-8	1.000000e+0	9.573947e-3	1.000000e+0	1.965825e-12	1.000000e+0	1.000000e+0	1.949126e-23	1.000000e+0	4.445274e-13	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.299036e-6	1.154768e-1	6.014407e-5	5.371374e-7	2.783376e-1	2.806466e-10	1.000000e+0	8.547836e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.835059e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	5.445518e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	4.181440e-6	1.000000e+0	1.000000e+0	1.842735e-8	2.183278e-1	1.000000e+0	2.566699e-17	1.000000e+0	1.000000e+0	1.882347e-4	2.720856e-3	2.452760e-6	1.000000e+0	4.780770e-1	1.000000e+0	
HaibTfbsA549Six5	2.353489e-74	2.804986e-84	8.912815e-13	4.200151e-84	1.218317e-12	5.032407e-75	4.046507e-86	1.284956e-84	8.701556e-43	1.928502e-60	3.105107e-37	4.255786e-41	2.605815e-41	1.266169e-39	2.418618e-41	1.768111e-3	2.862721e-22	6.910756e-34	1.370760e-24	4.622554e-33	1.700147e-28	1.226992e-10	2.116756e-14	1.736635e-43	1.156973e-45	8.507127e-45	1.567334e-3	2.015422e-52	2.141046e-13	1.479233e-3	1.685792e-62	4.137885e-41	4.294118e-11	1.649376e-15	1.000000e+0	6.723482e-2	1.569177e-72	5.554052e-8	4.886831e-2	1.748523e-55	6.023628e-2	NA	1.000000e+0	5.470531e-7	1.184272e-29	1.000000e+0	1.044662e-10	1.000000e+0	3.203942e-56	1.000000e+0	1.000000e+0	3.560024e-19	NA	9.201646e-11	1.000000e+0	1.120998e-1	1.000000e+0	1.000000e+0	1.907621e-4	1.425641e-3	1.000000e+0	1.677457e-2	1.513492e-32	6.435797e-19	1.232549e-30	1.434019e-35	1.465252e-4	7.479418e-59	1.000000e+0	1.818846e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.175438e-9	1.000000e+0	3.286162e-1	1.000000e+0	3.709801e-7	1.000000e+0	3.727466e-11	1.000000e+0	1.207894e-12	1.000000e+0	1.000000e+0	2.326586e-64	7.401131e-3	1.000000e+0	4.690964e-10	1.000000e+0	1.000000e+0	6.401577e-8	1.000000e+0	5.519542e-2	1.000000e+0	3.917346e-3	1.000000e+0	
HaibTfbsA549Taf1	4.658663e-177	4.169960e-195	5.862300e-22	1.112858e-196	4.822827e-22	4.735047e-177	5.344359e-192	6.547892e-195	9.504794e-128	1.475701e-110	1.787763e-93	1.417428e-122	2.397485e-110	1.515599e-109	2.379084e-111	9.270813e-17	1.930772e-59	1.555525e-80	1.706387e-59	3.789510e-110	3.842705e-100	1.104082e-27	4.728430e-42	2.266449e-89	1.056858e-124	4.184212e-91	8.234623e-24	4.146561e-93	4.621502e-26	4.708053e-23	1.030537e-151	2.414043e-107	9.002991e-26	1.396347e-65	4.830534e-4	1.213224e-15	2.918392e-127	1.748195e-35	5.279198e-18	2.127252e-99	5.886505e-18	3.599354e-3	8.649242e-2	5.672141e-25	1.127161e-67	2.259516e-4	1.389183e-13	1.000000e+0	7.201813e-92	1.466265e-3	1.000000e+0	4.368006e-34	1.000000e+0	1.545756e-22	1.000000e+0	3.041704e-7	1.000000e+0	1.000000e+0	1.537283e-7	9.834968e-14	1.000000e+0	6.951899e-16	1.146891e-60	9.919659e-38	4.558945e-47	4.515339e-62	1.636450e-22	1.044347e-70	1.000000e+0	4.692950e-8	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.394953e-1	7.008526e-16	1.000000e+0	5.881536e-9	1.477700e-12	4.101553e-14	1.000000e+0	5.205899e-17	1.000000e+0	8.620441e-32	1.000000e+0	1.000000e+0	1.587490e-73	2.620998e-5	1.000000e+0	3.660254e-31	1.000000e+0	1.000000e+0	2.226097e-18	NA	3.028325e-25	1.000000e+0	7.777126e-2	1.000000e+0	
HaibTfbsA549Tcf12	8.711801e-34	6.762738e-38	4.160467e-13	4.835830e-52	4.981373e-13	6.946508e-34	9.278356e-55	5.348341e-38	1.590986e-11	3.771306e-27	5.403498e-12	5.066612e-11	1.629718e-12	4.046076e-13	2.168614e-13	1.000000e+0	4.109354e-8	1.186696e-11	3.661927e-5	2.141749e-29	5.962499e-18	3.052011e-4	2.590823e-15	9.557725e-16	2.288523e-25	2.860078e-16	1.000000e+0	5.295722e-20	1.897786e-3	1.000000e+0	1.019123e-34	2.254861e-22	1.493802e-4	6.689746e-3	1.000000e+0	1.000000e+0	6.085190e-32	1.000000e+0	1.000000e+0	1.806533e-22	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.821756e-2	1.000000e+0	1.000000e+0	1.000000e+0	4.000657e-18	1.000000e+0	1.000000e+0	1.594444e-31	1.000000e+0	7.651352e-3	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.279250e-20	1.000000e+0	2.509606e-16	5.187055e-21	1.267260e-1	7.664717e-20	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.977424e-3	1.000000e+0	1.000000e+0	4.387259e-20	1.000000e+0	1.000000e+0	2.554700e-7	1.000000e+0	1.000000e+0	7.520886e-3	1.000000e+0	4.088011e-3	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsA549Usf1	1.064340e-27	1.394971e-34	2.247699e-7	9.110767e-48	2.619460e-7	1.134875e-27	1.431432e-49	1.360862e-34	3.100103e-19	3.564407e-18	1.142862e-18	1.253391e-19	2.886995e-19	1.442613e-19	4.797208e-20	8.305683e-2	1.906801e-15	8.296977e-18	5.323338e-9	7.731246e-42	5.209990e-26	1.943651e-8	2.972058e-19	4.600243e-10	6.417237e-22	8.601459e-11	1.487961e-1	1.314520e-10	1.111706e-5	2.543562e-1	1.359280e-30	6.588756e-18	1.324077e-3	1.543966e-5	1.000000e+0	1.000000e+0	1.113590e-19	1.000000e+0	1.000000e+0	2.088784e-12	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	5.658819e-3	1.000000e+0	4.254581e-1	1.000000e+0	1.732433e-7	6.459993e-1	4.105181e-1	4.522235e-37	1.000000e+0	5.037211e-8	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	4.326088e-8	1.000000e+0	1.445024e-3	6.303069e-8	3.855980e-6	1.608747e-6	1.000000e+0	1.000000e+0	6.025586e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.784881e-12	1.000000e+0	1.000000e+0	4.668698e-8	1.000000e+0	NA	5.828530e-9	1.000000e+0	1.000000e+0	6.050376e-12	3.014566e-3	1.483659e-2	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsA549Yy1c	3.329540e-101	1.572514e-107	1.330811e-22	6.982077e-118	1.726752e-22	1.046861e-101	3.959705e-116	7.663176e-108	1.043028e-70	7.434177e-75	2.005255e-72	2.034224e-69	9.738011e-69	9.315990e-68	1.775572e-68	3.294103e-9	5.845161e-48	1.233589e-66	3.563571e-42	4.329245e-59	5.049870e-45	1.056228e-27	7.248467e-20	4.316901e-51	2.578995e-62	5.171448e-53	2.579452e-6	5.541959e-63	3.493108e-18	4.425171e-7	3.706184e-84	9.424392e-59	9.473410e-20	1.850956e-25	1.000000e+0	6.326150e-7	3.270792e-86	1.363177e-11	1.456266e-5	4.499188e-64	1.562524e-5	7.084032e-2	1.000000e+0	4.825812e-6	2.675695e-44	1.000000e+0	9.571339e-10	1.000000e+0	5.654050e-65	1.000000e+0	1.000000e+0	1.368422e-35	1.000000e+0	2.177799e-19	1.000000e+0	4.049646e-2	1.000000e+0	1.000000e+0	3.048355e-2	1.584619e-5	1.000000e+0	5.525872e-4	8.541545e-42	1.687399e-24	3.151363e-28	1.582840e-42	6.205282e-8	5.254720e-58	1.000000e+0	3.517182e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.203683e-12	1.000000e+0	2.629949e-2	3.063279e-6	1.532111e-12	1.000000e+0	3.493731e-12	1.000000e+0	2.421272e-11	1.000000e+0	1.000000e+0	3.591805e-59	7.769146e-4	1.000000e+0	5.738555e-18	3.621827e-1	1.000000e+0	1.064126e-8	5.955386e-2	3.249234e-10	1.000000e+0	1.232188e-2	1.000000e+0	
HaibTfbsA549Zbtb33	4.858531e-41	1.326270e-39	1.443078e-8	3.272543e-57	1.300360e-8	1.040005e-40	8.442612e-56	4.203835e-40	3.302520e-31	1.375138e-28	6.733154e-26	2.210474e-31	4.675498e-23	1.069689e-23	1.329746e-24	8.296449e-1	1.628123e-17	3.919633e-22	4.030982e-21	7.631237e-32	4.286907e-18	1.099717e-7	2.363156e-12	6.915403e-21	1.048866e-23	1.662764e-20	2.963403e-2	1.156491e-23	1.079617e-5	6.755663e-2	4.795366e-34	1.050158e-21	2.875949e-16	9.835780e-4	1.000000e+0	2.692193e-1	2.971893e-37	6.250580e-3	9.428735e-1	1.238302e-26	5.656254e-1	2.573557e-2	1.000000e+0	4.733583e-2	7.860320e-10	1.000000e+0	3.024957e-3	1.000000e+0	3.077848e-23	1.000000e+0	1.000000e+0	2.794760e-20	1.369569e-2	3.759798e-10	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	4.167262e-1	1.000000e+0	1.000000e+0	9.034632e-12	1.981037e-3	8.826041e-13	3.083133e-12	2.503395e-2	2.206328e-18	1.000000e+0	3.999872e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	5.063282e-5	1.000000e+0	1.000000e+0	7.438652e-2	1.000000e+0	7.212710e-6	1.000000e+0	1.000000e+0	6.350150e-21	1.000000e+0	1.000000e+0	1.019623e-20	1.000000e+0	1.000000e+0	1.188228e-3	1.000000e+0	4.545817e-10	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsEcc1Ctcfc	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.458934e-15	6.054530e-7	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	9.262603e-9	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.139112e-1	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	
HaibTfbsEcc1Eraa	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.087269e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	5.620886e-6	4.905222e-1	1.000000e+0	6.595946e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.787340e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	NA	NA	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	NA	NA	
HaibTfbsEcc1Eralphaa	1.000000e+0	1.000000e+0	4.470486e-1	1.199554e-4	4.907921e-1	1.000000e+0	1.096666e-6	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	4.781675e-17	2.743290e-8	1.000000e+0	4.199141e-4	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.740850e-12	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.224811e-1	1.000000e+0	1.000000e+0	2.440753e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	
HaibTfbsEcc1Foxa1sc6553	4.513467e-2	1.408430e-1	4.965286e-4	5.005092e-6	5.947707e-4	5.256972e-2	6.452242e-6	1.250746e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.016183e-14	1.455193e-6	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.426841e-5	1.000000e+0	9.141650e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	NA	NA	NA	
HaibTfbsEcc1Gr	1.000000e+0	1.000000e+0	1.000000e+0	2.804231e-3	1.000000e+0	1.000000e+0	3.842172e-5	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.959307e-10	1.041519e-3	1.000000e+0	1.250208e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.276650e-9	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	5.339164e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	
HaibTfbsEcc1Pol2	1.503233e-243	3.175211e-263	1.413924e-40	1.860085e-279	9.407486e-41	6.964983e-246	5.052850e-281	2.883230e-264	3.341663e-151	1.232419e-159	2.037494e-119	7.291946e-147	6.024512e-123	7.590302e-118	5.743995e-120	1.005011e-16	1.430583e-79	1.730537e-102	6.379709e-48	7.589297e-168	1.974183e-143	8.236369e-39	2.123872e-57	4.329660e-97	3.682874e-143	1.780264e-99	1.779079e-30	5.188714e-106	1.516769e-30	4.266727e-29	6.641663e-183	3.633110e-128	8.926933e-38	2.700096e-79	9.989057e-8	3.489067e-9	1.034275e-167	2.532055e-37	5.405769e-21	3.482651e-128	3.664749e-22	5.355172e-2	1.289427e-4	1.968187e-18	6.413088e-42	1.902714e-4	2.917257e-7	1.438557e-1	1.584102e-103	1.020023e-1	4.016244e-3	6.182107e-78	1.000000e+0	2.342126e-28	1.000000e+0	7.081750e-23	1.000000e+0	1.000000e+0	9.732027e-27	7.316917e-10	3.536284e-1	1.278362e-14	3.117460e-81	2.616015e-19	9.359858e-57	1.882215e-81	NA	4.321020e-84	1.000000e+0	3.913902e-33	1.000000e+0	3.415181e-2	8.801534e-1	1.000000e+0	1.302172e-4	2.171313e-1	1.116797e-2	4.172038e-6	NA	2.028921e-6	2.899747e-18	8.777115e-11	1.000000e+0	1.622910e-4	4.140357e-1	9.193969e-48	1.000000e+0	1.000000e+0	8.908579e-87	1.349111e-4	1.000000e+0	1.475854e-64	NA	1.906829e-2	1.000908e-23	8.771679e-10	9.708642e-15	1.000000e+0	2.962116e-2	1.000000e+0	
