	GO:0043226	GO:0043231	GO:0005623	GO:0044424	GO:0044464	GO:0043229	GO:0005622	GO:0043227	GO:0044446	GO:0005634	GO:0044428	GO:0044422	GO:0070013	GO:0043233	GO:0031974	GO:0016604	GO:0005654	GO:0031981	GO:0032991	GO:0005737	GO:0044444	GO:0044451	GO:0005829	GO:0006807	GO:0008152	GO:0034641	GO:0031967	GO:0006139	GO:0005730	GO:0031975	GO:0044237	GO:0044238	GO:0043232	GO:0005739	GO:0005635	GO:0016607	GO:0044260	GO:0044429	GO:0031966	GO:0043170	GO:0005740	GO:0000785	GO:0031965	GO:0005759	GO:0030529	GO:0005793	GO:0044445	GO:0005774	GO:0090304	GO:0042470	GO:0005741	GO:0005488	GO:0000786	GO:0043234	GO:0005758	GO:0005813	GO:0044437	GO:0031970	GO:0005815	GO:0044455	GO:0016605	GO:0019866	GO:0009058	GO:0005840	GO:0003676	GO:0044249	GO:0031090	GO:0016070	GO:0044448	GO:0015630	GO:0003924	GO:0031968	GO:0033116	GO:0005625	GO:0030496	GO:0032155	GO:0030120	GO:0015934	GO:0019867	GO:0051082	GO:0005694	GO:0071013	GO:0005637	GO:0022626	GO:0032154	GO:0046907	GO:0035770	GO:0030176	GO:0010467	GO:0035097	GO:0016234	GO:0006996	GO:0031301	GO:0005770	GO:0051649	GO:0017111	GO:0043933	GO:0031227	GO:0071339	GO:0005652
SydhTfbsHepg2Smc3ab9263	4.292859e-164	2.577314e-137	1.165452e-191	8.976424e-234	3.661813e-192	2.547902e-163	2.190090e-236	1.866465e-137	1.474810e-128	6.496543e-54	2.510897e-35	2.754054e-126	1.238031e-34	7.171917e-39	1.068526e-41	1.000000e+0	2.320378e-22	9.941806e-26	1.564838e-70	7.712907e-201	6.878315e-175	1.618570e-13	1.039069e-98	1.412680e-55	2.678176e-138	4.747969e-53	4.688575e-30	4.151131e-45	6.910842e-3	9.247292e-24	8.136738e-132	1.493610e-124	7.004648e-32	4.408770e-50	2.996155e-9	2.115457e-1	2.068347e-47	1.269570e-24	2.371175e-20	2.272385e-55	5.386289e-21	8.996680e-4	2.254726e-4	4.677118e-6	3.398038e-14	3.485090e-3	1.000000e+0	4.944473e-12	2.417199e-22	2.284567e-3	5.255613e-15	2.497728e-142	4.976197e-3	1.296640e-51	1.805038e-4	7.135014e-5	8.554416e-11	2.380552e-3	5.163489e-6	9.067371e-6	1.000000e+0	3.748181e-8	3.343407e-43	2.718099e-5	5.370584e-5	1.432933e-40	1.160908e-52	3.312679e-19	7.122683e-15	8.559307e-11	1.128060e-12	1.358763e-11	1.000000e+0	2.127813e-17	2.694918e-4	3.820150e-11	1.000000e+0	1.000000e+0	4.198898e-12	1.436562e-3	4.305831e-1	1.030934e-5	1.000000e+0	1.000000e+0	2.437834e-11	7.719781e-20	1.000000e+0	7.192635e-12	6.466696e-17	NA	1.000000e+0	1.711919e-23	2.512203e-6	7.828377e-11	4.477413e-40	3.065300e-12	7.407871e-14	4.529404e-13	5.659845e-1	9.002100e-2	
SydhTfbsHepg2Srebp1	2.923414e-18	3.782655e-19	2.198736e-3	1.060975e-27	1.848677e-3	1.097302e-18	3.592683e-27	5.164118e-19	4.612236e-14	6.242855e-3	7.944696e-4	1.979729e-13	6.501553e-5	4.129524e-5	7.842107e-6	1.000000e+0	3.859697e-1	1.239297e-1	1.000000e+0	1.326726e-8	4.051449e-15	1.000000e+0	2.864097e-6	2.870605e-2	3.447095e-6	8.305799e-3	3.529138e-7	3.656761e-1	1.000000e+0	3.490383e-5	2.364277e-9	1.239902e-5	1.000000e+0	9.471359e-10	1.000000e+0	1.000000e+0	1.000000e+0	2.633669e-6	2.374410e-5	NA	6.502603e-6	1.000000e+0	1.000000e+0	1.091664e-1	8.065118e-4	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	2.062683e-1	7.439739e-2	1.000000e+0	1.000000e+0	1.000000e+0	3.128910e-6	6.891623e-4	1.000000e+0	6.155837e-5	1.064954e-3	1.000000e+0	NA	1.314907e-2	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.098405e-2	NA	1.000000e+0	7.268180e-2	1.000000e+0	4.195577e-2	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	8.047335e-2	7.240824e-3	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	7.995006e-7	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	2.772503e-2	1.000000e+0	1.000000e+0	5.230807e-5	1.000000e+0	NA	1.000000e+0	3.990161e-3	1.000000e+0	
SydhTfbsHepg2Srebp2	6.754927e-3	1.261112e-4	3.246327e-1	4.925275e-4	3.116268e-1	5.402397e-3	6.751275e-4	1.333501e-4	1.979377e-3	1.000000e+0	2.689526e-1	4.831630e-3	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	7.312520e-1	1.124135e-1	1.000000e+0	6.229296e-1	1.000000e+0	1.822425e-3	1.000000e+0	6.374707e-4	1.000000e+0	1.000000e+0	3.193893e-3	7.647394e-2	1.004056e-3	1.000000e+0	1.000000e+0	5.774803e-2	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	6.410986e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	9.112119e-1	1.808728e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	6.002300e-3	1.000000e+0	1.000000e+0	2.942567e-1	5.362721e-6	NA	1.000000e+0	1.000000e+0	NA	5.886720e-1	NA	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	8.827249e-1	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	
SydhTfbsHepg2Tbp	2.511208e-121	1.649470e-123	2.457412e-32	2.952029e-178	8.811129e-33	3.650625e-122	7.838141e-178	6.394040e-124	1.863467e-91	1.967883e-67	6.614171e-60	6.917413e-86	6.606438e-73	5.232123e-73	2.904153e-75	4.891173e-22	5.579275e-46	1.899593e-53	5.355717e-37	3.270459e-42	3.676902e-48	5.281493e-14	9.884418e-34	3.395995e-54	9.694301e-66	1.890478e-57	1.454536e-34	5.749086e-58	1.483724e-6	1.528329e-26	6.615259e-78	7.197395e-62	2.568801e-7	2.224168e-46	1.496437e-7	1.676563e-8	2.075471e-41	2.097234e-34	3.829493e-25	1.101992e-34	4.390307e-25	9.992855e-17	4.187487e-7	1.259292e-16	1.547227e-68	6.166537e-11	5.057330e-3	1.021500e-1	7.754255e-49	7.962166e-2	2.135393e-3	5.070320e-9	2.807694e-48	2.172888e-3	3.105209e-2	6.133004e-5	8.989766e-1	6.581073e-1	4.527055e-4	3.413876e-16	2.590254e-9	4.723723e-22	2.177141e-19	3.449526e-28	1.648029e-16	7.287261e-21	3.069772e-12	1.635018e-32	1.000000e+0	1.901622e-1	1.174042e-2	2.080122e-1	1.665989e-5	1.000000e+0	1.836329e-3	2.806448e-5	1.136083e-1	4.884252e-14	3.820911e-1	4.908609e-25	2.726243e-19	7.038029e-16	1.000000e+0	5.690897e-10	6.727234e-6	5.085566e-35	4.075207e-3	1.000000e+0	5.250957e-31	4.219496e-2	1.000000e+0	4.296844e-24	1.000000e+0	7.056372e-4	3.994816e-21	1.000000e+0	1.999272e-28	1.000000e+0	2.995594e-6	1.000000e+0	
SydhTfbsHepg2Tcf7l2	1.304399e-16	1.540531e-18	1.421417e-9	1.176416e-26	1.098626e-9	3.847402e-15	2.766339e-25	9.423963e-19	6.055837e-19	6.472145e-8	5.057728e-5	1.411648e-18	8.329619e-6	1.761982e-7	4.319336e-7	1.000000e+0	5.758655e-2	2.156146e-2	2.779579e-7	4.696048e-21	1.102920e-23	8.691380e-2	2.557718e-9	1.731676e-10	5.996938e-26	8.240921e-12	1.622397e-7	1.644773e-8	1.000000e+0	1.949423e-7	7.374307e-28	2.568338e-23	1.000000e+0	5.113136e-12	1.000000e+0	1.000000e+0	5.664786e-5	6.150709e-11	5.405152e-7	4.182537e-6	2.798316e-7	NA	1.000000e+0	6.843538e-2	1.000000e+0	7.537600e-1	NA	1.661882e-1	3.701801e-4	NA	3.948107e-5	8.221856e-9	NA	3.784336e-6	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	7.407728e-3	7.664531e-10	1.000000e+0	5.763454e-1	7.380222e-10	6.337395e-8	2.255157e-4	1.000000e+0	1.000000e+0	1.000000e+0	2.482656e-4	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.567723e-5	1.000000e+0	NA	1.000000e+0	NA	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	5.330200e-3	1.000000e+0	1.000000e+0	NA	NA	1.000000e+0	1.176824e-2	NA	NA	1.000000e+0	1.000000e+0	NA	
SydhTfbsHepg2Tr4	4.215459e-23	5.369723e-24	7.787790e-4	1.122810e-33	6.418227e-4	1.959236e-23	2.566509e-35	3.215143e-24	1.496606e-20	2.938301e-8	2.561345e-14	4.697079e-19	1.404085e-17	1.788301e-16	5.087929e-18	5.069989e-5	2.841748e-5	3.986059e-10	2.269596e-8	8.443227e-4	1.574799e-12	1.000000e+0	6.624584e-8	3.654569e-11	1.052560e-14	1.396875e-12	4.267626e-9	2.209356e-14	2.683059e-2	2.016903e-7	4.764899e-17	6.341949e-12	1.000000e+0	6.579699e-25	1.000000e+0	1.945412e-4	2.690019e-10	2.178997e-14	7.625937e-8	4.700264e-9	1.505406e-8	1.000000e+0	1.000000e+0	1.611065e-7	4.775851e-33	1.052351e-3	6.169941e-3	1.000000e+0	2.530844e-10	1.000000e+0	1.000000e+0	NA	1.798603e-2	1.000000e+0	2.397855e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.056803e-10	1.000000e+0	9.293131e-7	9.947432e-3	2.575626e-21	1.050277e-4	2.933545e-3	1.000000e+0	6.877282e-6	1.000000e+0	1.000000e+0	1.662846e-2	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.828358e-1	1.000000e+0	5.212334e-5	1.000000e+0	1.426992e-4	1.000000e+0	2.912559e-6	1.000000e+0	3.880817e-8	1.000000e+0	1.520016e-8	1.000000e+0	1.000000e+0	2.589696e-8	1.000000e+0	1.000000e+0	5.072723e-1	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	3.214386e-6	1.000000e+0	1.000000e+0	NA	
SydhTfbsHepg2Usf2	6.366020e-34	8.164393e-30	1.874599e-16	7.712926e-47	1.134552e-16	4.432214e-34	1.864420e-47	7.713155e-30	1.047550e-19	1.103082e-8	2.098581e-12	9.794364e-19	1.587844e-16	5.908095e-16	6.427530e-16	1.230895e-4	3.661509e-10	2.629689e-12	2.490083e-5	1.388117e-25	4.987583e-23	3.151276e-3	8.065954e-16	1.476116e-11	5.801646e-22	3.038329e-12	1.567362e-3	1.753038e-9	3.934224e-1	6.617228e-2	2.880245e-26	3.897496e-19	1.000000e+0	1.883646e-9	1.000000e+0	1.000000e+0	2.162670e-9	3.208773e-4	6.561222e-6	6.085785e-8	1.330758e-5	3.675427e-1	1.000000e+0	1.000000e+0	4.891032e-9	1.646209e-1	1.000000e+0	1.336741e-4	2.271309e-5	7.278108e-2	1.081433e-3	2.701071e-11	1.000000e+0	9.448269e-1	1.000000e+0	1.000000e+0	1.004581e-5	1.000000e+0	1.000000e+0	9.724570e-1	1.000000e+0	5.823408e-1	3.528038e-3	1.496847e-1	1.000000e+0	6.983162e-3	2.987737e-4	3.154333e-4	1.000000e+0	1.000000e+0	1.643032e-1	5.833964e-2	NA	1.000000e+0	1.000000e+0	2.275424e-2	1.000000e+0	1.223601e-1	1.634055e-1	1.433880e-2	1.000000e+0	4.269778e-3	NA	1.000000e+0	8.784666e-2	2.287731e-5	NA	1.000000e+0	9.961134e-5	1.000000e+0	1.000000e+0	1.247024e-2	1.000000e+0	6.329276e-2	9.080514e-8	1.000000e+0	1.255882e-1	1.000000e+0	2.862781e-3	1.000000e+0	
SydhTfbsHepg2Znf274	1.778345e-23	1.566037e-28	4.045573e-5	1.806742e-15	3.845338e-5	1.160125e-23	9.310026e-17	1.734177e-28	1.000000e+0	7.567665e-55	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	4.612507e-59	6.128710e-28	4.698318e-61	1.000000e+0	9.106989e-64	1.000000e+0	1.000000e+0	1.364505e-34	5.149557e-33	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.566368e-50	1.000000e+0	1.000000e+0	1.897960e-44	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	6.267958e-76	NA	NA	4.204939e-14	NA	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.348441e-68	1.000000e+0	1.280475e-88	2.191778e-70	1.000000e+0	8.333723e-87	NA	1.000000e+0	NA	NA	NA	1.000000e+0	NA	NA	NA	NA	NA	1.000000e+0	1.000000e+0	NA	NA	NA	NA	NA	NA	NA	1.780284e-84	1.000000e+0	NA	NA	NA	NA	NA	1.000000e+0	NA	NA	1.000000e+0	NA	
SydhTfbsHuvecCfos	5.172536e-217	6.827456e-182	7.858808e-220	3.745630e-313	5.144141e-221	1.309654e-213	1.614824e-315	8.295132e-182	1.103516e-153	1.168118e-100	7.427795e-73	2.082651e-150	1.365815e-75	5.258140e-92	7.271424e-96	1.044849e-12	4.440570e-62	2.196552e-61	3.147391e-118	0.000000e+0	1.677732e-267	7.157549e-34	2.371057e-191	6.040099e-52	3.732248e-180	1.031049e-44	1.372848e-14	5.053567e-50	4.369572e-9	1.357321e-7	7.704832e-181	4.261309e-167	3.180798e-83	1.058497e-47	8.149418e-18	5.263603e-15	1.257787e-86	3.506194e-6	1.398008e-1	4.574798e-95	6.645870e-2	3.072473e-4	6.561023e-11	1.000000e+0	8.694564e-6	2.320172e-9	5.408399e-1	2.754257e-7	NA	7.657325e-8	2.180136e-7	1.545874e-300	1.000000e+0	2.967892e-111	8.672779e-4	9.395111e-7	1.943544e-10	6.387731e-3	7.029624e-9	3.107429e-3	1.000000e+0	1.000000e+0	2.111741e-37	NA	NA	2.654408e-35	3.472025e-48	NA	5.025082e-16	1.021639e-16	5.271224e-23	1.608981e-8	1.102814e-2	6.357033e-25	7.555598e-5	1.934657e-9	5.491026e-5	1.000000e+0	2.239802e-10	NA	NA	NA	2.050984e-4	NA	2.137770e-10	2.165109e-79	7.701489e-12	4.860648e-5	NA	NA	1.000000e+0	1.259859e-42	3.494364e-1	1.348971e-1	1.534082e-92	4.166875e-30	1.198961e-31	7.297300e-7	1.000000e+0	3.731041e-3	
SydhTfbsHuvecCjun	1.508368e-182	1.735673e-153	1.301488e-181	4.351218e-256	2.168823e-182	7.342076e-180	9.239268e-261	5.385345e-154	1.334709e-107	1.111813e-92	2.112400e-54	6.116057e-106	5.849371e-53	1.153090e-65	5.005713e-69	1.736589e-9	7.188171e-45	5.750032e-46	7.082291e-83	3.010365e-286	3.677781e-200	1.594647e-21	1.713358e-159	4.152243e-45	1.713691e-138	7.737888e-41	1.481678e-15	7.271808e-44	6.951851e-7	4.584908e-9	1.006598e-152	7.612756e-127	5.641279e-72	4.147019e-44	1.929706e-17	2.219814e-14	9.056500e-69	1.291407e-3	4.683349e-2	9.320942e-70	2.648523e-2	1.000000e+0	3.494836e-10	1.000000e+0	9.217362e-5	3.708274e-6	3.177825e-2	8.950594e-5	3.745525e-18	7.122836e-4	7.875303e-7	3.610189e-214	NA	6.096897e-78	9.566674e-3	2.092326e-5	2.067351e-8	1.733225e-2	3.251596e-10	3.838190e-4	NA	1.000000e+0	4.718620e-30	1.000000e+0	7.284843e-1	1.415736e-28	1.587316e-34	2.210269e-14	3.511848e-11	3.154409e-21	2.171023e-13	3.309752e-7	5.381187e-3	4.810853e-29	1.876938e-3	7.769060e-15	2.569755e-3	3.284231e-2	5.703158e-9	NA	NA	NA	1.386332e-8	1.000000e+0	9.519964e-16	1.744438e-71	4.159361e-6	5.503698e-2	NA	NA	8.777783e-2	2.934773e-43	6.522438e-2	3.480277e-1	2.215398e-85	8.346476e-22	1.835359e-23	1.672383e-2	NA	2.936082e-4	
SydhTfbsHuvecGata2	6.008263e-112	1.207707e-98	1.305248e-125	2.076788e-164	5.941781e-126	7.528020e-109	1.544294e-165	2.144912e-98	3.912236e-77	2.114925e-48	6.864633e-34	7.863460e-76	5.892235e-30	2.604033e-41	8.934468e-44	1.091290e-6	1.084577e-26	6.848940e-29	3.093247e-64	1.288205e-215	2.840429e-159	8.811384e-18	5.280595e-128	4.293869e-35	2.115535e-112	1.078735e-30	8.065295e-2	2.097358e-35	3.273602e-4	1.000000e+0	3.418321e-113	3.042218e-108	5.742185e-43	1.820192e-21	4.085408e-4	1.604120e-8	4.149254e-49	1.000000e+0	1.000000e+0	8.092332e-56	1.000000e+0	2.651709e-1	4.150818e-4	NA	1.000000e+0	6.088971e-3	1.000000e+0	4.293174e-3	NA	3.526280e-1	8.371016e-2	1.688538e-167	1.000000e+0	4.842496e-66	4.431733e-3	6.685634e-5	3.216670e-7	1.285175e-1	1.075297e-6	5.069654e-3	NA	NA	1.606331e-27	NA	NA	4.856721e-26	8.744368e-31	NA	2.257235e-7	9.740035e-14	3.970882e-12	2.518153e-3	1.000000e+0	4.487916e-13	7.184504e-3	1.131303e-8	6.744944e-4	1.000000e+0	4.006404e-5	NA	NA	NA	8.152900e-2	NA	1.522942e-10	5.342336e-52	4.534428e-3	1.235837e-3	NA	NA	4.671125e-1	NA	3.248854e-3	1.000000e+0	3.396684e-56	9.767811e-14	1.636145e-23	5.522750e-3	NA	3.541649e-2	
SydhTfbsHuvecMax	2.318083e-67	7.475757e-61	2.008761e-32	1.376067e-94	8.831380e-33	8.218425e-68	1.126168e-98	4.360262e-61	2.671836e-40	1.368821e-33	1.493427e-46	5.913141e-38	2.253332e-49	1.209365e-48	5.604100e-52	1.369928e-12	2.327559e-28	1.089969e-40	1.596414e-17	6.448095e-31	1.330594e-38	1.632402e-6	2.074915e-43	2.660424e-30	1.182685e-39	3.378552e-32	6.340883e-16	6.309289e-32	2.030327e-14	6.286839e-12	1.161829e-46	6.806288e-33	7.776016e-9	5.790785e-23	1.021006e-6	3.688109e-5	1.684976e-23	5.809880e-10	6.498124e-8	1.255386e-17	6.819301e-9	4.668011e-1	6.341487e-3	3.166398e-3	1.466315e-31	1.000000e+0	8.166324e-5	1.113443e-5	3.771810e-25	3.256398e-3	3.310472e-4	1.953530e-13	1.000000e+0	1.349984e-4	6.221941e-4	1.090565e-1	1.522690e-5	3.447187e-3	1.797972e-3	6.956638e-3	1.000000e+0	2.191282e-6	4.232878e-8	1.514688e-12	3.624112e-8	6.293621e-8	1.000000e+0	6.237728e-18	3.258672e-1	3.738417e-2	1.000000e+0	6.565865e-2	NA	3.451925e-1	1.000000e+0	3.339823e-2	1.000000e+0	7.565555e-8	2.554015e-2	5.292476e-10	6.430908e-2	2.292089e-3	1.000000e+0	1.226370e-8	1.180028e-1	4.692487e-24	1.000000e+0	1.000000e+0	2.374851e-14	9.542686e-2	NA	4.703136e-7	1.000000e+0	1.000000e+0	1.213603e-15	1.000000e+0	1.012453e-5	NA	1.824049e-4	3.920129e-3	
SydhTfbsHuvecPol2	7.810332e-90	4.203456e-82	7.300731e-35	5.585227e-147	2.693277e-35	1.346339e-91	2.354469e-146	3.503991e-82	1.910944e-60	3.325258e-65	3.844565e-56	1.417852e-55	1.421282e-58	6.732568e-71	6.793630e-74	2.250418e-18	3.514668e-49	3.881455e-53	2.755190e-45	1.905887e-37	6.722069e-44	2.982080e-10	3.694827e-56	1.793160e-48	8.182226e-46	2.288781e-50	5.394359e-13	3.425617e-62	7.605764e-9	8.654683e-8	1.991482e-69	8.878108e-45	1.849509e-17	1.665897e-26	7.595472e-4	1.831703e-20	4.983283e-46	2.864370e-7	2.120979e-6	2.272680e-32	7.078535e-8	3.318705e-10	6.064978e-2	3.296349e-2	3.021134e-68	1.676505e-28	5.037382e-12	1.630622e-6	9.465665e-48	1.389421e-2	2.063827e-5	3.697149e-13	9.018892e-35	2.362743e-9	2.495005e-2	2.358748e-2	2.008443e-11	1.892566e-1	5.685498e-12	1.041313e-9	1.000000e+0	2.574478e-3	1.357260e-6	6.855743e-22	3.265757e-10	5.185178e-7	1.000000e+0	4.129928e-28	7.286028e-1	1.023946e-3	5.473661e-11	6.585613e-2	5.677614e-9	1.499952e-6	1.000000e+0	1.701605e-16	5.619113e-26	2.489382e-15	2.424598e-1	4.290453e-12	1.242030e-9	8.785677e-13	2.197230e-1	2.743683e-14	1.102939e-16	1.636797e-39	1.747731e-3	1.000000e+0	2.001704e-27	9.878400e-3	1.000000e+0	3.022287e-12	NA	3.124090e-6	1.209889e-34	1.708439e-2	8.908159e-25	NA	2.450064e-1	8.804494e-3	
SydhTfbsImr90Cebpb	2.800207e-303	2.170732e-248	4.532113e-268	0.000000e+0	7.365663e-270	9.708101e-304	0.000000e+0	2.384538e-247	9.790374e-202	3.086287e-150	6.593429e-121	1.467308e-197	2.544587e-112	2.923681e-132	1.356377e-134	1.856012e-18	2.935055e-108	3.043420e-99	1.318603e-195	0.000000e+0	1.150793e-260	3.248768e-76	2.067154e-195	6.011644e-132	7.042412e-269	1.513142e-128	2.143030e-14	6.056725e-130	7.235761e-7	2.046994e-7	7.893926e-255	2.274041e-262	6.052930e-104	1.055798e-36	9.838421e-25	1.958533e-19	1.110668e-172	8.279365e-6	1.000000e+0	7.211010e-192	1.000000e+0	6.728421e-23	9.656551e-18	1.548404e-4	1.964837e-11	3.107274e-15	3.880478e-4	1.093915e-6	1.544556e-86	3.072224e-12	9.356361e-7	0.000000e+0	8.379804e-14	1.125833e-173	3.902114e-1	6.193370e-9	5.476157e-8	3.785199e-1	2.788523e-14	1.000000e+0	3.192580e-3	NA	1.019663e-79	1.000000e+0	2.412540e-21	4.235048e-76	1.045517e-36	7.111041e-71	1.650367e-16	1.102025e-29	3.534588e-14	6.806967e-9	4.274201e-7	4.133162e-18	3.697192e-8	1.543748e-11	3.033432e-5	1.000000e+0	4.947462e-12	5.656945e-12	3.359671e-6	6.493471e-1	8.856294e-3	1.000000e+0	1.676283e-10	7.389879e-70	1.860333e-10	1.483464e-7	1.895735e-62	9.547266e-8	5.703867e-6	8.025183e-87	1.733673e-5	4.169158e-3	2.269937e-87	5.518939e-13	1.082504e-77	2.312936e-9	1.440519e-2	7.031189e-2	
SydhTfbsImr90Ctcfb	6.277374e-125	2.658736e-93	3.466733e-180	1.695624e-196	2.883115e-181	3.955385e-125	3.000103e-208	5.690225e-93	1.469430e-83	8.629372e-38	3.603389e-33	1.191709e-81	4.601647e-33	1.672722e-35	1.179669e-37	8.663433e-5	3.273048e-21	2.864273e-23	2.745495e-50	9.188983e-139	3.565640e-121	1.595305e-11	1.174139e-75	1.853464e-38	1.673648e-93	5.516322e-36	2.612520e-19	1.362844e-34	8.349693e-4	1.657083e-12	9.533922e-89	2.357091e-82	1.690864e-26	8.098092e-28	8.675206e-13	2.278721e-4	1.044745e-30	2.413213e-11	4.903566e-7	3.079367e-39	2.247576e-7	1.046800e-2	1.698408e-5	2.963151e-5	2.734891e-8	9.865780e-1	1.041005e-1	1.656268e-10	4.495055e-16	2.856665e-3	4.747828e-2	9.250128e-144	1.532088e-4	5.710553e-38	1.302022e-3	6.592976e-2	8.951641e-11	7.112919e-3	9.842532e-2	1.957849e-3	1.000000e+0	2.068877e-5	6.107480e-23	1.519772e-3	1.000000e+0	4.512154e-22	9.349853e-26	3.337096e-14	1.937831e-15	2.234746e-3	4.567074e-9	2.706341e-1	1.000000e+0	2.698685e-13	5.163303e-3	6.878060e-8	1.000000e+0	2.057946e-3	3.728589e-1	8.718518e-2	1.000000e+0	8.753986e-1	1.000000e+0	8.056635e-4	3.975117e-7	7.607556e-23	1.110686e-1	1.042177e-4	1.689506e-11	6.311006e-1	1.000000e+0	1.444100e-20	3.154130e-5	9.252155e-9	2.865869e-36	4.764917e-6	3.795667e-15	1.545309e-6	2.924805e-2	1.035196e-3	
SydhTfbsImr90Mafk	2.341459e-34	6.214653e-31	1.106790e-42	7.925177e-60	7.723874e-43	1.888126e-34	1.716442e-59	6.450346e-31	1.155971e-30	1.650424e-17	5.252638e-17	1.415260e-29	2.696194e-19	3.254499e-24	2.859968e-24	1.000000e+0	5.818224e-16	7.179050e-15	9.715491e-32	2.123790e-78	8.179728e-47	1.022592e-9	2.212633e-41	7.701573e-15	8.551295e-35	4.907416e-15	1.000000e+0	1.616294e-13	1.000000e+0	1.000000e+0	7.752858e-36	4.095651e-34	1.303526e-18	2.118884e-6	2.342684e-3	1.821207e-2	3.367346e-19	1.000000e+0	NA	4.674879e-21	NA	4.876576e-1	1.000000e+0	1.000000e+0	1.000000e+0	5.499633e-2	1.000000e+0	3.356161e-2	6.073696e-6	2.028637e-4	1.000000e+0	1.214078e-68	1.000000e+0	3.709436e-32	NA	1.000000e+0	5.835043e-3	1.000000e+0	1.108951e-1	1.000000e+0	NA	NA	1.349438e-7	NA	1.000000e+0	9.755715e-8	2.592506e-3	1.931174e-5	2.849474e-2	1.571096e-10	1.787950e-1	1.000000e+0	1.000000e+0	3.961196e-4	1.000000e+0	NA	1.000000e+0	NA	1.000000e+0	1.000000e+0	1.000000e+0	NA	1.000000e+0	1.000000e+0	NA	6.772148e-13	1.000000e+0	NA	NA	1.000000e+0	2.006358e-1	1.333363e-11	1.000000e+0	4.383268e-1	8.988120e-17	1.000000e+0	8.026473e-14	1.000000e+0	NA	1.000000e+0	
SydhTfbsImr90Pol2	6.569531e-135	9.282666e-126	1.471254e-55	9.270150e-195	3.312011e-56	2.081245e-137	5.018207e-199	4.244677e-126	9.491559e-70	1.599329e-97	1.001158e-78	5.796125e-66	3.558242e-78	1.141165e-82	4.251555e-85	4.429077e-22	2.182235e-66	1.895740e-73	3.898404e-50	3.123532e-36	4.310047e-32	1.933413e-20	1.873838e-42	2.742688e-81	9.254358e-65	1.084442e-83	8.400625e-13	5.230615e-102	8.783629e-13	9.856103e-7	7.113984e-90	8.864056e-66	7.687397e-16	1.506493e-22	2.736706e-5	8.398435e-23	6.766520e-77	3.627346e-7	2.284714e-5	3.033940e-60	3.828689e-6	3.719446e-15	6.976260e-3	3.968203e-3	8.261692e-65	8.435827e-48	8.344303e-4	1.717607e-5	6.769018e-86	3.209069e-4	3.999620e-4	9.558191e-28	2.966852e-25	2.433931e-12	1.490417e-1	1.000000e+0	1.654824e-3	2.897185e-2	1.000000e+0	3.043881e-8	8.848753e-3	5.090744e-6	2.038509e-29	9.773903e-24	2.339906e-29	2.801650e-30	1.000000e+0	6.983024e-66	1.000000e+0	1.000000e+0	4.911370e-10	5.561935e-1	1.171727e-19	1.000000e+0	2.020233e-2	1.294463e-16	4.694048e-22	4.027725e-15	1.962395e-1	1.368857e-15	5.639708e-17	1.460720e-13	1.318489e-2	1.925498e-15	4.135850e-17	6.326452e-52	7.510500e-4	1.000000e+0	4.776247e-64	2.736933e-3	1.000000e+0	1.623362e-32	4.856867e-1	1.465670e-3	4.259590e-33	1.000000e+0	1.342770e-15	1.000000e+0	2.460835e-4	6.892990e-7	
